ACTION,Herd,BC Herd,Year,Official Survey Timing,"Survey Count (KMB = SO, Total count) OTC",MinCount (KMB = Minimum # known alive),NFG,NFG-Reason,Use for trend? (KMB - BPV?),"Estimate (MC, eg JHE)","Parameter Method (JHE, mark resight etc)",LCL-90%,UCL-90%,CV,SCF,N collar available,N collars detected,"KMB = Observed sample count, OSC; Min count (survey for recruitment - cannot be used for trend analyses in the IPM or otherwise)",N. Calves (OTC),N. Calves (Min # Known Alive),N. Calves (OSC),Percent calves- free ranging (OTC),Percent calves- free ranging (Min # Known Alive),Percent calves- including penned calves,N. Adult F (OTC),N. Adult F (Min # Known Alive),N. Adult F (OSC),N. Adult M (OTC),N. Adult M (Min # Known Alive),N. Adult M (OSC),N. Adult (Sex Unclassified) (OTC),N. Adult (Sex Unclassified) (Min # Known Alive),N. Adult (Sex Unclassified) (OSC),Unclassified Life Stage and Sex (OTC),Unclassified Life Stage and Sex (Min # Known Alive),Unclassified Life Stage and Sex (OSC),Yrling - Unclas Sex (OTC),Yrling - Unclas Sex (Min # Known Alive),Yrling - Unclas Sex (OSC),Who entered the data?,Relevant Notes in Original Data,Notes in Original Data on MNKA/ Estimate/ Parameter Method,Survey Type (s),Additional Notes
,South Selkirks,South Selkirks,2018,Winter,3,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,South Selkirks,South Selkirks,2019,Winter,0,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,No survey undertaken in 2019; remaining caribou translocated to Columbia North in Jan 2019,,,
,Takla,Takla,1993,Winter,82,82,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,14,NA,NA,,,,48,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"BM: 68 ""Adults"" were listed in the original data, which I took to be the sum of adult males and females, because if it represented additional unclassified adults the total would be more than the reported OTC for all individuals",,,
,Takla,Takla,1995,Winter,80,80,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,16,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Takla,Takla,2004,Winter,122,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,,,,64,NA,NA,31,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,BM,"BM: There is a second entry under ""Individuals"" for Takla in 2004, with the following comment: ""3 of 125 individuals considered ""incidental observations"" according to the 2004 report because they were outside the HEWR sample strata."" However, the ""Official Population Est"" is listed as 125. // Adult females: listed as 65, with the comment ""1 of 65 adult females considered an ""incidental observation"" according to the 2004 report because it was oustide the HEWR"" BM entered this as 64 to match the decision for all individuals. // Adult males: listed as 32, with the comment ""1 of 32 adult males considered an ""incidental observation"" according to the 2004 report because it was oustide the HEWR"" BM entered this as 31 to match the decision for all individuals.",,,
,Takla,Takla,2012,Winter,70,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,,,,36,NA,NA,18,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,BM,,,,
,Takla,Takla,2015,Winter,67,70,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,,,,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA: Observed count plus 3 estimated from tracks,,
,Takla,Takla,2017,Winter,32,44,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,,,,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA: Observed count plus 3 estimated from tracks,,
,Takla,Takla,2018,Winter,39,44,,NA,"MC, MNKA",44,SCF,NA,NA,NA,0.88,NA,NA,NA,2,NA,NA,,,,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,BM,"The SCF of 0.88 was based on the number of collared caribou observed and available (29/33) during the 2018 survey of the Wolverine herd; Data update: 2018 report (Klaczek) records an SCF of 0.87, updated to 0.88 (pers comm, Klaczek, 2021); 2018 report (Klaczek) records an SCF-adjusted estimate of 49, updated to 44 (pers comm, Klaczek, 2021)",MNKA: Observed count plus 5 estimated from tracks,,
,Takla,Takla,2020,Winter,37,NA,,NA,"MC, OTC",45,SCF,NA,NA,NA,0.83,NA,NA,NA,5,NA,NA,,,,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,BM,SCF of 0.83 derived from Seip (1990),,,
,Telkwa,Telkwa,2011,Winter,NA,26,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,,,,NA,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2010,Winter,NA,22,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,,,,NA,15,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2005,Winter,NA,56,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,,,,NA,35,NA,NA,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2018,Winter,22,NA,,NA,OTC,NA,NA,NA,NA,NA,1,5,5,NA,5,NA,NA,,,,12,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Telkwa,Telkwa,2019,Winter,25,NA,,NA,OTC,NA,NA,NA,NA,NA,1,6,6,NA,7,NA,NA,,,,8,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Telkwa,Telkwa,2021,Winter,30,NA,,NA,OTC,NA,NA,NA,NA,NA,1,7,7,NA,7,NA,NA,,,,15,NA,NA,7,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,BM,,,,
,Telkwa,Telkwa,2009,Winter,NA,44,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,,,,NA,35,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2007,Winter,NA,83,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,,,,NA,51,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2006,Winter,NA,76,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,,,,NA,42,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2008,Winter,NA,71,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,,,,NA,48,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,1982,Winter,NA,71,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL via 2014 Deborah Cichowski report,"""Survey type: Total Count (Helicopter)"" Flight""Transcript""Feb""22HMar""1""",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,1984,Winter,NA,67,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,,,,NA,32,NA,NA,17,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,CL via 2014 Deborah Cichowski report,"""Survey type: Total Count (Helicopter)"" Marshall""Memo""–""Feb""3,""1984",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,1987,Winter,NA,40,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,,,,NA,14,NA,NA,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,BM via 2014 Deborah Cichowski report,"""Survey type: Total Count (Helicopter)"" conducted March 9, 1987",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,1996,Winter,NA,13,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,,NA,1,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,BM via 2014 Deborah Cichowski report,"""Survey type: Total Count (Helicopter)"" conducted March 14, 1996",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,1999,Winter,NA,45,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,,,,NA,28,NA,NA,4,NA,NA,2,NA,NA,9,NA,NA,NA,NA,CL-- added 32 translocared animals to 1996 counts,"""Survey type: Total Count (Helicopter)"" conducted March 14, 1996",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2004,Winter,NA,74,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,,,,NA,34,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2012,Winter,NA,10,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,,,,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,BM via 2014 Deborah Cichowski report,"BM: 2012-2014 data assumed to be OSC, as the format and type of survey listed in the Cichowski report from 2000 to 2015 is the same as the previous data (2004-2011 and 2018-2021) received from Laura Green at BC in Sept 2021 email",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2013,Winter,NA,11,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,,,,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM via 2014 Deborah Cichowski report,"BM: 2012-2014 data assumed to be OSC, as the format and type of survey listed in the Cichowski report from 2000 to 2015 is the same as the previous data (2004-2011 and 2018-2021) received from Laura Green at BC in Sept 2021 email",,,CL changed from OSC to MNKA
,Telkwa,Telkwa,2014,Winter,NA,15,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,,,,NA,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM via 2014 Deborah Cichowski report,"BM: 2012-2014 data assumed to be OSC, as the format and type of survey listed in the Cichowski report from 2000 to 2015 is the same as the previous data (2004-2011 and 2018-2021) received from Laura Green at BC in Sept 2021 email",,,CL changed from OSC to MNKA
,Tweedsmuir,Tweedsmuir,2012,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,1,7,7,62,NA,NA,6,,,,NA,NA,31,NA,NA,4,NA,NA,21,,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2012
,Tweedsmuir,Tweedsmuir,2019,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,1,20,20,89,NA,NA,13,,,,NA,NA,29,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2019
,Tweedsmuir,Tweedsmuir,2017,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,0.954,22,21,108,NA,NA,7,,,,NA,NA,28,NA,NA,17,NA,NA,56,,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2017
,Tweedsmuir,Tweedsmuir,2018,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,0.800,25,20,115,NA,NA,28,,,,NA,NA,43,NA,NA,6,NA,NA,38,,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2018
,Tweedsmuir,Tweedsmuir,2016,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,1,18,18,121,NA,NA,13,,,,NA,NA,17,NA,NA,3,NA,NA,88,,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2016
,Tweedsmuir,Tweedsmuir,2021,Winter,NA,NA,,NA,NA,NA,NA,NA,NA,NA,0.964,28,27,134,NA,NA,31,,,,NA,NA,13,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,BM,,,,Survey conducted in March 2020
,Tweedsmuir,Tweedsmuir,2022,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,1,34,34,175,NA,NA,44,,,,NA,NA,112,14,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,RS,ENTERED WITH MARK WONG ON THE PHONE jUN 8 2022,,,Survey conducted in March 2021
,Tweedsmuir,Tweedsmuir,2021,October,,165,,NA,NA,,,,,,,,,,,38,,,,,,88,,,33,,,4,,,,,,,,CL,,,,**CL added dummy row to see if precision increases.
,Tweedsmuir,Tweedsmuir,1987,October,202,NA,,NA,NA,,,,,,0.42,14,6,,,38,,,,,,88,,,33,,,4,,,,,,,,CL,"From Deb C email Jan 2, 2023. "" the best one was in October 1987.  That year, we saw 6 of 14 collars in the Quanchus Mountains survey area. ",,,**CL added dummy row to see if precision increases.
,Wells Gray North,Wells Gray North,2008,Winter,NA,NA,Y,"""2008 was an incomplete survey of Wells Gray North sub-population.""",NA,NA,NA,NA,NA,NA,0.857,NA,NA,88,NA,NA,8,,,,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,BM,"2008 was an incomplete survey of Wells Gray North sub-population. Objective in 2008 was a reconnaissance survey of Quesnel Lake Study Area (QLSA) for an estimate of calf recruitment. Although the initial goal was to survey the Quesnel Lake study area in its entirety, poor weather conditions and the lateness of the season did not allow completion.",,,
,Wells Gray North,Wells Gray North,2002,Winter,181,NA,Y,"There are two estimates - one JHE and one Expert Knowledge. The Expert Knowledge estimate is marked Best Parameter Value (as well as the OTC). From comments: ""Low sightability, expert knowledge used to generate population estimate"" // ""[C]orrected count of Individuals likely biased high due to small sample size of radio-collared animals used to calculate sightability (Young and Freeman, March 2003)""","MC, OTC",220,EK,198,903,NA,0.6,5,3,NA,31,NA,NA,,,,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Low sightability, expert knowledge used to generate population estimate // corrected count of Individuals likely biased high due to small sample size of radio-collared animals used to calculate sightability (Young and Freeman, March 2003)","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2001,Winter,154,NA,,NA,"MC, OTC",216,JHE,164,435,NA,0.714,7,5,NA,27,NA,NA,,,,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1999,Winter,151,NA,,NA,"MC, OTC",173,JHE,153,169,NA,0.88,8,7,NA,23,NA,NA,,,,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2006,Winter,210,NA,,NA,"MC, OTC",240,JHE,212,375,NA,0.875,8,7,NA,35,NA,NA,,,,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Data update: Dodd (2017) report lists a population estimate of 235, updated to survey estimate of 240","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2000,Winter,148,NA,,NA,"MC, OTC",190,JHE,155,319,NA,0.778,9,7,NA,19,NA,NA,,,,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Data update: Dodd (2017) report lists an estimate of 200 (rounded), updated to be the survey estimate of 190","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2003,Winter,80,NA,Y,"""2003 survey incomplete"" (more details in comment copied in column AN)",NA,144,SCF,NA,NA,NA,0.556,9,5,NA,8,NA,NA,,,,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,BM,"2003 survey incomplete; low snow depth during the late winter resulted in caribou migrating up into sub-alpine, then returning to lower elevation forested habitat in March.  Extremely poor sightability encountered within the Stevenson and Junction census blocks resulted in cancellation of the Horsefly, Barkerville and Bowron surveys. However, late winter observations of caribou in the Horsefly block, obtained from the Ministry's Wolf and Snowmobile Monitoring Projects, were used to estimate caribou numbers (these numbers were not collected with standard absolute abundance survey methods).  // Low snow depth - many caribou below treeline // Horsefly count obtained from Wolf & Snowmobile Monitoring Projects; Incomplete survey (CCLUP Caribou Strategy Committee, Jan 2007)","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2005,Winter,189,NA,,NA,"MC, OTC",231,JHE,196,348,NA,0.818,11,9,NA,28,NA,NA,,,,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,2004,Winter,187,NA,,NA,"MC, OTC",187,JHE,187,218,NA,1,12,12,NA,35,NA,NA,,,,NA,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1997,Winter,205,NA,Y,"There are two estimates - one JHE and one Expert Knowledge. The Expert Knowledge estimate is marked Best Parameter Value (as well as the OTC). From comments: ""it is unclear how the estimate (MC-EK = 300);  reported in subsequent survey reports was derived; MC-EK=300 was sourced from J.Young, the regional expert at the time.""","MC, OTC",242,JHE,212,340,NA,0.85,13,11,NA,15,NA,NA,,,,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,BM,"it is unclear how the estimate (MC-EK = 300);  reported in subsequent survey reports was derived; MC-EK=300 was sourced from J.Young, the regional expert at the time. Young and Webster (1997) reports corrected estimates for the entire survey area (barkerville, bowron, junction and stevenson, QLSA)","BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1998,Winter,184,NA,,NA,"MC, OTC",184,JHE,184,212,NA,1,13,13,NA,20,NA,NA,,,,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1993,Winter,216,NA,,NA,"MC, OTC",249,JHE,222,333,NA,0.867,15,13,NA,37,NA,NA,,,,45,NA,NA,15,NA,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1996,Winter,231,NA,,NA,"MC, OTC",231,JHE,231,259,NA,1,16,16,NA,26,NA,NA,,,,NA,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1995,Winter,243,NA,,NA,"MC, OTC",295,JHE,256,398,NA,0.82,17,14,NA,40,NA,NA,,,,NA,NA,NA,NA,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1994,Winter,249,NA,,NA,"MC, OTC",263,JHE,250,313,NA,0.95,19,18,NA,40,NA,NA,,,,12,NA,NA,20,NA,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"BM: Confidence level for MC is 95%, not 90%. Number of collars available and observed taken from comments.",,
,Wells Gray North,Wells Gray North,1992,Winter,172,NA,Y,"""Incomplete survey of Horsefly block""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,,,,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,BM,Incomplete survey of Horsefly block,,,
,Wells Gray North,Wells Gray North,2010,Winter,200,NA,,NA,"MC, OTC",233,SCF,NA,NA,NA,0.857,NA,NA,NA,19,NA,NA,,,,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.,,,
,Wells Gray North,Wells Gray North,2011,Winter,191,NA,,NA,"MC, OTC",223,SCF,NA,NA,NA,0.857,NA,NA,NA,23,NA,NA,,,,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.,,,
,Wells Gray North,Wells Gray North,2012,Winter,226,NA,,NA,"MC, OTC",264,SCF,NA,NA,NA,0.857,NA,NA,NA,32,NA,NA,,,,NA,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,BM,High sightability and experienced surveyors (Freeman 2012). Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.,,,
,Wells Gray North,Wells Gray North,2013,Winter,180,229,Y,"""2013 surveys should be interpreted with caution for both Wells Gray North and Barkerville herds. Survey was not Ministry-led but was externally contracted; the survey quality may have been compromised [...]""",NA,210,SCF,NA,NA,NA,0.857,NA,NA,NA,21,NA,NA,,,,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,BM,"SCF-adjusted count (210) plus 49 estimated from tracks; Data Update: calculation of population estimate was standardized across years to 1) exclude rounding of survey estimate and 2) not include track counts in the SCF adjusted survey estimate (KMB, 2020) // 2013 surveys should be interpreted with caution for both Wells Gray North and Barkerville herds. Survey was not Ministry-led but was externally contracted; the survey quality may have been compromised by weather, snow conditions, surveyor inexperience, pilot inexperience, and lack of familiarity with survey area/methodology/caribou trailing. Barkerville block had extremely low sightability.  // Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty.",MNKA: Observed count (180) plus 49 estimated from tracks,,
,Wells Gray North,Wells Gray North,2015,Winter,173,NA,,NA,"MC, OTC",202,SCF,NA,NA,NA,0.857,NA,NA,NA,13,NA,NA,,,,NA,NA,NA,NA,NA,NA,151,NA,NA,9,NA,NA,NA,NA,NA,BM,"Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty was applied to minimum count to calculate survey estimate; Data Update: calculation of population estimate was standardized across years to 1) exclude rounding of survey estimate and 2) not include track counts in the SCF adjusted survey estimate; 2017 report (Dodd) records an adjusted estimate of 191, updated to 202 (pers comm, Dodd & Shores 2021) // Unclassified life stage and sex - Data update: 9 tracks updated to 9 unclassified individuals (pers comm, Dodd & Shores 2021)",,,
,Wells Gray North,Wells Gray North,2018,Winter,192,NA,,NA,"MC, OTC",224,SCF,NA,NA,NA,0.857,NA,NA,NA,30,NA,NA,,,,NA,NA,NA,NA,NA,NA,160,NZ,NA,2,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty,"2 tracks changed to 2 unclassified (N. Dodd, 2021)",,
,Wells Gray North,Wells Gray North,2020,Winter,202,NA,,NA,"MC, OTC",236,SCF,NA,NA,NA,0.857,NA,NA,NA,27,NA,NA,,,,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,BM,Average SCF calculated from 1996-2002 & 2004-2006 collar sighabilty,,,
,Wells Gray South,Wells Gray South,1995,Winter,209,NA,Y,"Incomplete Survey - blocks outside of park not surveyed, do not use for trend analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,,,,NA,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Incomplete Survey - blocks outside of park not surveyed, do not use for trend analysis // Survey only conducted inside park - caribou locations from historic surveys aligned with the 2020 herd boundaries for Wells Gray South and Groundhog herds; reports may contain data summaries that do not align with the current herd boundary summaries",,,
,Wells Gray South,Wells Gray South,1999,Winter,100,170,Y,Incomplete survey within park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,,,,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Incomplete survey within park // Combined results from survey inside and outside Wells Gray Park. Survey of park only completed Trophy-Battle, Kostal, Murtle Lake areas, poor weather when surveying outside the park. Caribou locations from historic surveys aligned with the 2020 herd boundaries for Wells Gray South and Groundhog herds; reports may contain data summaries that do not align with the current herd boundary summaries","MNKA = 100 observed caribou + 70 tracks,  includes all tracks counted which may not be independent from observed animals // MNKA includes not independent of observations do not use best parameter",,
,Wells Gray South,Wells Gray South,2006,Winter,201,206,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,,,,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA = 201 OTC + 5 tracks,,
,Wells Gray South,Wells Gray South,2008,Winter,159,194,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,,,,NA,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA  = 159 observed caribou + 35 tracks,,
,Wells Gray South,Wells Gray South,2010,Winter,77,94,Y,Incomplete Survey - blocks inside park not surveyed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,,,,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,BM,Incomplete Survey - blocks inside park not surveyed // Census only completed outside of park - Caribou locations from historic surveys aligned with the 2020 herd boundaries for Wells Gray South and Groundhog herds,MNKA = 77 OTC + 17 tracks,,
,Wells Gray South,Wells Gray South,2011,Winter,166,169,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,,,,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA = 166 OTC + 3 tracks,,
,Wells Gray South,Wells Gray South,2013,Winter,110,116,,NA,MNKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,,,,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,BM,,MNKA = 110 OTC + 6 tracks,,
,Wells Gray South,Wells Gray South,2015,Winter,58,NA,Y,Incomplete Survey - southern blocks not completely surveyed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,,,,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,BM,Incomplete Survey - southern blocks not completely surveyed // Only northern portion of Wells Gray South surveyed - Caribou locations from historic surveys aligned with the 2020 herd boundaries for Wells Gray South and Groundhog herds,,,
,Wells Gray South,Wells Gray South,2017,Winter,123,NA,,NA,OTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,,,,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,,
,Wells Gray South,Wells Gray South,2018,Winter,92,102,Y,Evidence (tracks) of large group of caribou that descended into timber and could not be located,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,,,,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,BM,"One drainage in WMU 3-46 where evidence (tracks) of large group of caribou that descended into timber and could not be located, 20 animals in area previous year, parameters likely underestimate of population based on conservative track estimate",MNKA = 92 OTC + 10 tracks,,
